,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
364,90.0%,0.25,mnb,0.18330392573333334,0.12530588471145826
365,90.0%,0.25,sgd,0.26348687987499997,0.12966228437761812
366,90.0%,0.3,lstm,0.7495284848499999,0.09120229173546604
367,90.0%,0.3,mnb,0.3345400064,0.12445460859557131
368,90.0%,0.3,sgd,0.4251256055,0.17050319638340777
369,90.0%,0.35,lstm,0.7652036527,0.08140741485307453
370,90.0%,0.35,mnb,0.47887346919166673,0.1525065097230805
371,90.0%,0.35,sgd,0.5193401138666667,0.18896436462645488
372,90.0%,0.4,lstm,0.781504337475,0.07483727098333155
373,90.0%,0.4,mnb,0.6840986470833332,0.13257348623692192
374,90.0%,0.4,sgd,0.6638241149,0.15471512078933528
375,90.0%,0.45,lstm,0.7905968760250001,0.0758199956431748
376,90.0%,0.45,mnb,0.8244538026000001,0.09108337467427517
377,90.0%,0.45,sgd,0.8113137464166666,0.10342138637641642
378,90.0%,0.5,lstm,0.796130734075,0.06962023668451739
379,90.0%,0.5,mnb,0.896791463325,0.06270255243699627
380,90.0%,0.5,sgd,0.8952106334916666,0.0632278259066451
381,90.0%,0.55,lstm,0.8086266828916668,0.06248631211030057
382,90.0%,0.55,mnb,0.9260443866999999,0.04490903337691487
383,90.0%,0.55,sgd,0.923114712525,0.04603021512191602
384,90.0%,0.6,lstm,0.813051068875,0.05604119571563397
385,90.0%,0.6,mnb,0.933175208475,0.04177577524419798
386,90.0%,0.6,sgd,0.9297959979833332,0.042262748015928435
387,90.0%,0.65,lstm,0.8215502683333333,0.055828940681085654
388,90.0%,0.65,mnb,0.9355535796416667,0.03934498024117582
389,90.0%,0.65,sgd,0.9330211877416666,0.038653512849435724
