,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
368,50.0%,0.45,rf,0.296290625,0.10722772264088971
369,50.0%,0.45,svc,0.27593437499999995,0.1204592381522094
370,50.0%,0.5,cnn,0.42515625,0.0908897872140282
371,50.0%,0.5,dt,0.3891,0.11667673990654748
372,50.0%,0.5,lr,0.41025,0.10803062691756102
373,50.0%,0.5,rf,0.4483437500000001,0.09493321365587204
374,50.0%,0.5,svc,0.428121875,0.12405003487986198
375,50.0%,0.55,cnn,0.528996875,0.1185835890848133
376,50.0%,0.55,dt,0.5342343749999999,0.18470414829080947
377,50.0%,0.55,lr,0.526478125,0.13861939824133315
378,50.0%,0.55,rf,0.5712125,0.1305101209357599
379,50.0%,0.55,svc,0.5570125,0.15932683616789248
380,50.0%,0.6,cnn,0.617615625,0.1424735793875703
381,50.0%,0.6,dt,0.569375,0.1983315548781317
382,50.0%,0.6,lr,0.609875,0.17201502786477915
383,50.0%,0.6,rf,0.66585,0.16982669486658503
384,50.0%,0.6,svc,0.6613187500000001,0.20748809534312926
385,50.0%,0.65,cnn,0.672328125,0.13901330245920065
386,50.0%,0.65,dt,0.628303125,0.18976277889597815
387,50.0%,0.65,lr,0.66415625,0.15827059850341418
388,50.0%,0.65,rf,0.7278687500000001,0.1597927656313427
389,50.0%,0.65,svc,0.718503125,0.1962389483077716
390,60.0%,0.05,cnn,0.006358490566037713,0.007375792614663894
391,60.0%,0.05,dt,0.010896874999999978,0.009902368828313225
392,60.0%,0.05,lr,0.002684374999999983,0.0032411572371375172
393,60.0%,0.05,rf,0.0008527131782945575,0.0035374133717170934
394,60.0%,0.05,svc,0.0027062499999999817,0.0042752717005130145
395,60.0%,0.1,cnn,0.009060126582278463,0.009006960789247051
396,60.0%,0.1,dt,0.013137499999999974,0.01293719103784454
397,60.0%,0.1,lr,0.004799999999999973,0.0037164431497783653
398,60.0%,0.1,rf,0.0027375886524822475,0.004446339409432222
399,60.0%,0.1,svc,0.003937499999999984,0.005692804130472468
400,60.0%,0.15,cnn,0.01336874999999998,0.011596394947834578
401,60.0%,0.15,dt,0.01880937499999996,0.013170730828253766
402,60.0%,0.15,lr,0.008606249999999972,0.005175349014451451
403,60.0%,0.15,rf,0.004889261744966424,0.005275467712576
404,60.0%,0.15,svc,0.00460312499999998,0.0057044881577148765
405,60.0%,0.2,cnn,0.02754687499999997,0.023279731573251475
406,60.0%,0.2,dt,0.029359374999999965,0.025677987285873068
407,60.0%,0.2,lr,0.018234374999999987,0.01296329140825047
408,60.0%,0.2,rf,0.010833333333333297,0.009272472550705088
409,60.0%,0.2,svc,0.009390624999999982,0.007961912453762822
410,60.0%,0.25,cnn,0.06443124999999997,0.05609853436745117
411,60.0%,0.25,dt,0.05676562499999995,0.059785516058862676
412,60.0%,0.25,lr,0.03430312499999997,0.02383229514880489
413,60.0%,0.25,rf,0.028462025316455662,0.02770623560524539
414,60.0%,0.25,svc,0.018837499999999962,0.013884807995855066
415,60.0%,0.3,cnn,0.08607499999999997,0.0615485491248256
